"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","deposit"
41,"technician",2,"university.degree",1,2,2,"cellular","aug","tue","124sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
31,"admin.",3,"university.degree",1,2,1,"cellular","aug","mon","317sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
30,"technician",1,"university.degree",1,2,1,"cellular","aug","fri","152sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
30,"blue-collar",2,"basic.6y",1,2,2,"telephone","jul","wed","329sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
51,"entrepreneur",2,"university.degree",1,1,1,"cellular","nov","wed","87sec",2,999,1,"failure",-0.1,93.2,-42,"4.12%",5195.8,"no"
35,"management",3,"university.degree",1,2,2,"cellular","nov","wed","293sec",2,999,1,"failure",-0.1,93.2,-42,"4.12%",5195.8,"no"
36,"unemployed",2,"high.school",1,2,1,"telephone","jun","tue","652sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
41,"blue-collar",2,"basic.4y",0,0,0,"cellular","may","tue","124sec",2,999,0,"nonexistent",-1.8,92.893,-46.2, ,5099.1,"no"
46,"admin.",1,"university.degree",0,1,1,"telephone","may","wed","93sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.856%",5191,"no"
28,"blue-collar",3,"unknown",1,2,1,"cellular","jul","thu","25sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.958%",5228.1,"no"
31,"management",2,"university.degree",1,1,1,"cellular","jun","tue","217sec",1,999,0,"nonexistent",-2.9,92.963,-40.8,"1.262%",5076.2,"no"
37,"blue-collar",2,"basic.4y",0,1,1,"cellular","jul","thu","166sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.968%",5228.1,"no"
28,"self-employed",3,"university.degree",1,2,1,"telephone","may","thu","409sec",3,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
36,"services",1,"high.school",1,1,1,"cellular","jul","wed","532sec", ,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"yes"
30,"technician",3,"university.degree",0,2,1,"cellular","aug","thu","78sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
48,"admin.",2,"university.degree",0,2,1,"cellular","aug","tue","229sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
55,"technician",2,"university.degree",1,2,1,"telephone","may","thu","123sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.855%",5191,"no"
78,"retired",1,"unknown",1,1,1,"cellular","jun","thu","544sec",1,999,0,"nonexistent",-1.7,94.055,-39.8,"0.729%",4991.6,"yes"
35,"blue-collar",2,"basic.6y",1,1,1,"telephone","jul","tue","196sec",4,999,0,"nonexistent",1.4,93.918,-42.7,"4.955%",5228.1,"no"
50,"entrepreneur",2,"basic.9y",0,1,1,"cellular","jul","mon","262sec",4,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
33,"technician",2,"professional.course",1,0,0,"cellular","aug","thu","946sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"yes"
43,"management",2,"university.degree",1,1,1,"cellular","aug","wed","204sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
33,"technician",2,"professional.course",1,2,1,"telephone","jun","fri","350sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.967%",5228.1,"no"
59,"retired",2,"basic.4y",1,2,1,"telephone","aug","fri","162sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
34,"services",2,"high.school",1,1,1,"telephone","may","thu","791sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"yes"
55,"blue-collar",2,"basic.9y",1,2,1,"telephone","may","wed","323sec",4,999,0,"nonexistent",1.1,93.994,-36.4,"4.859%",5191,"no"
36,"student",3,"basic.9y",1,2,1,"telephone","jun","tue","771sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.864%",5228.1,"no"
31,"management",2,"high.school",1,1,1,"telephone","may","wed","217sec",1,999,0,"nonexistent",1.1,93.994,-36.4, ,5191,"no"
41,"admin.",1,"high.school",1,2,1,"telephone","jun","wed","199sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.962%",5228.1,"no"
32,"technician",3,"high.school",1,1,1,"telephone","jul","wed","239sec",11,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
36,"services",2,"high.school",1,2,2,"cellular","jul","mon","185sec",7,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
32,"admin.",3,"university.degree",0,2,1,"telephone","may","wed","229sec",3,999,0,"nonexistent",1.1,93.994,-36.4,"4.856%",5191,"no"
34,"services",2,"high.school",0,2,1,"telephone","jul","tue","157sec",6,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
55,"self-employed",2,"basic.9y",1,2,1,"cellular","may","tue","604sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.344%",5099.1,"no"
50,"blue-collar",2,"basic.9y",1,2,2,"cellular","nov","mon","186sec",1,999,1,"failure",-0.1,93.2,-42,"4.191%",5195.8,"no"
36,"services",2,"high.school",1,1,1,"cellular","jul","fri","468sec",4,999,0,"nonexistent",1.4,93.918,-42.7, ,5228.1,"no"
45,"services",2,"high.school",0,2,1,"cellular","aug","thu","127sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
34,"admin.",3,"high.school",1,2,1,"telephone","jun","thu","191sec",3,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
32,"admin.",3,"university.degree",1,1,1,"cellular","apr","tue","49sec",2,999,0,"nonexistent",-1.8,93.075,-47.1,"1.453%",5099.1,"no"
39,"blue-collar",2,"basic.4y",1,1,2,"cellular","may","tue","300sec",3,999,0,"nonexistent",-1.8,92.893,-46.2,"1.291%",5099.1,"no"
23,"admin.",3,"high.school",1,2,1,"cellular","jul","tue","141sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
48,"technician",1,"university.degree",1,2,1,"telephone","jun","wed","78sec",3,999,0,"nonexistent",1.4,94.465,-41.8,"4.962%",5228.1,"no"
36,"admin.",2,"university.degree",1,2,2,"telephone","jun","fri","172sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
55,"blue-collar",2,"basic.6y",1,2,2,"cellular","aug","mon","179sec",4,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
56,"retired",2,"university.degree",1,2,1,"cellular","aug","tue","377sec",3,999,0,"nonexistent",1.4,93.444,-36.1, ,5228.1,"no"
45,"retired",2,"basic.9y",1,2,1,"cellular","aug","wed","601sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.967%",5228.1,"no"
30,"blue-collar",2,"basic.9y",1,1,1,"cellular","nov","wed","308sec",5,999,0,"nonexistent",-0.1,93.2,-42, ,5195.8,"no"
47,"unknown",2,"unknown",0,2,1,"telephone","jun","fri","141sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
51,"blue-collar",2,"basic.4y",1,2,2,"telephone","may","mon","136sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
41,"blue-collar",3,"basic.4y",1,1,1,"telephone","jun","mon","532sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.865%",5228.1,"no"
35,"services",3,"high.school",1,2,1,"telephone","may","fri","473sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.313%",5099.1,"no"
45,"admin.",1,"university.degree",1,2,1,"cellular","aug","mon","121sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
26,"admin.",3,"high.school",1,1,2,"telephone","may","fri","143sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.864%",5191,"no"
48,"blue-collar",2,"basic.9y",1,1,1,"cellular","may","fri","333sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
37,"admin.",2,"university.degree",1,1,1,"cellular","apr","thu","58sec",3,999,0,"nonexistent",-1.8,93.075,-47.1,"1.41%",5099.1,"no"
51,"technician",1,"unknown",0,2,1,"cellular","jul","fri","102sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
35,"blue-collar",2,"unknown",1,1,1,"telephone","jun","tue","26sec",7,999,0,"nonexistent",1.4,94.465,-41.8,"4.864%",5228.1,"no"
24,"services",2,"high.school",1,1,1,"cellular","may","thu","166sec",3,999,0,"nonexistent",-1.8,92.893,-46.2,"1.266%",5099.1,"no"
36,"technician",2,"professional.course",1,1,1,"telephone","jun","wed","183sec",9,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
20,"blue-collar",3,"high.school",1,2,1,"cellular","may","thu","908sec",3,999,0,"nonexistent",-1.8,92.893,-46.2,"1.266%",5099.1,"no"
27,"admin.",3,"high.school",1,1,1,"cellular","jun","tue","586sec",2,999,0,"nonexistent",-1.7,94.055,-39.8,"0.761%",4991.6,"yes"
30,"admin.",3,"university.degree",1,2,1,"cellular","may","mon","188sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.299%",5099.1,"no"
57,"retired",1,"basic.9y",1,2,1,"telephone","may","tue","149sec",5,999,1,"failure",-1.8,92.893,-46.2,"1.291%",5099.1,"no"
56,"housemaid",1,"basic.4y",0,2,1,"telephone","jun","tue","77sec",5,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
39,"blue-collar",3,"basic.4y",0,0,0,"telephone","may","wed","64sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
29,"technician",3,"high.school",0,2,1,"cellular","aug","wed","143sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
52,"technician",2,"high.school",1,2,1,"cellular","aug","wed","13sec",14,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
32,"technician",3,"university.degree",1,2,2,"cellular","aug","mon","508sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
40,"blue-collar",3,"basic.9y",1,0,0,"cellular","nov","wed","245sec",4,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
57,"management",1,"university.degree",1,2,1,"telephone","may","thu","81sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
26,"admin.",3,"high.school",1,1,1,"telephone","jun","wed","203sec",4,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
32,"blue-collar",2,"basic.9y",1,2,1,"cellular","nov","tue","247sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.153%",5195.8,"no"
43,"blue-collar",2,"professional.course",1,1,2,"cellular","nov","fri","432sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"no"
29,"admin.",3,"university.degree",1,2,1,"cellular","jun","mon","97sec",4,999,0,"nonexistent",-2.9,92.963,-40.8,"1.281%",5076.2,"no"
33,"blue-collar",2,"basic.9y",1,2,1,"telephone","nov","mon","309sec",3,999,1,"failure",-0.1,93.2,-42,"4.191%",5195.8,"no"
30,"self-employed",3,"university.degree",1,1,1,"cellular","aug","mon","370sec",2,999,1,"failure",-1.7,94.027,-38.3,"0.904%",4991.6,"no"
44,"entrepreneur",2,"basic.4y",0,1,1,"telephone","jun","tue","48sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
46,"technician",2,"professional.course",1,2,1,"cellular","apr","thu","309sec",1,999,1,"failure",-1.8,93.075,-47.1,"1.41%",5099.1,"no"
25,"technician",3,"university.degree",1,1,2,"cellular","may","mon","304sec",3,12,2,"failure",-1.8,92.893,-46.2,"1.299%",5099.1,"no"
86,"retired",3,"basic.9y",0,1,1,"telephone","jun","wed","955sec",1,999,0,"nonexistent",-1.7,94.055,-39.8,"0.767%",4991.6,"yes"
36,"admin.",2,"university.degree",1,2,1,"cellular","aug","wed","513sec", ,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
58,"retired",2,"unknown",1,0,0,"telephone","may","tue","124sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.856%",5191,"no"
49,"blue-collar",2,"basic.4y",0,0,0,"telephone","jun","fri","25sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
47,"technician",2,"professional.course",0,1,1,"cellular","apr","fri","92sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
50,"technician",1,"university.degree",1,2,1,"telephone","nov","fri","49sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"no"
30,"blue-collar",3,"unknown",1,2,2,"telephone","may","tue","201sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
34,"admin.",3,"university.degree",1,1,1,"cellular","nov","fri","229sec",3,999,0,"nonexistent",-0.1,93.2,-42, ,5195.8,"no"
38,"blue-collar",2,"basic.9y",0,1,1,"cellular","jul","tue","283sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
48,"blue-collar",2,"basic.4y",0,2,2,"telephone","may","mon","14sec",11,999,0,"nonexistent",1.1,93.994,-36.4, ,5191,"no"
59,"retired",2,"basic.4y",1,2,1,"telephone","jun","mon","263sec",4,999,0,"nonexistent",-2.9,92.963,-40.8,"1.26%",5076.2,"no"
35,"admin.",2,"university.degree",1,1,1,"cellular","may","thu","322sec", ,999,0,"nonexistent",-1.8,92.893,-46.2,"1.27%",5099.1,"no"
25,"technician",3,"professional.course",1,2,1,"cellular","jul","tue","134sec",4,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
38,"blue-collar",2,"basic.6y",0,2,1,"cellular","nov","fri","1055sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"no"
38,"technician",2,"university.degree",1,1,1,"cellular","oct","fri","156sec",1,999,0,"nonexistent",-3.4,92.431,-26.9,"0.739%",5017.5,"yes"
57,"retired",1,"university.degree",1,2,1,"telephone","nov","tue","21sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.7%",5195.8,"no"
32,"entrepreneur",3,"professional.course",1,1,1,"telephone","jun","mon","20sec",20,999,0,"nonexistent",1.4,94.465,-41.8,"4.865%",5228.1,"no"
63,"housemaid",2,"basic.4y",1,1,1,"cellular","aug","tue","479sec",1,999,0,"nonexistent",-2.9,92.201,-31.4,"0.838%",5076.2,"yes"
41,"blue-collar",2,"basic.9y",1,1,1,"cellular","oct","mon","104sec",1,999,0,"nonexistent",-3.4,92.431,-26.9,"0.739%",5017.5,"no"
76,"retired",2,"university.degree",1,2,1,"cellular","sep","fri","336sec",1,999,1,"failure",-3.4,92.379,-29.8,"0.773%",5017.5,"no"
34,"admin.",2,"basic.6y",1,2,1,"cellular","apr","mon","599sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.466%",5099.1,"no"
36,"admin.",1,"university.degree",1,2,1,"telephone","may","thu","309sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
36,"services",3,"high.school",1,2,1,"cellular","nov","thu","422sec",3,999,0,"nonexistent",-0.1,93.2,-42,"4.076%",5195.8,"no"
38,"admin.",3,"university.degree",1,1,2,"telephone","jun","wed","578sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.864%",5228.1,"yes"
27,"blue-collar",3,"basic.9y",1,2,2,"cellular","jul","mon","204sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
55,"technician",2,"basic.9y",1,1,1,"telephone","jun","mon","80sec",3,999,0,"nonexistent",1.4,94.465,-41.8, ,5228.1,"no"
45,"services",2,"high.school",1,1,1,"cellular","jul","thu","77sec", ,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
36,"services",2,"high.school",1,1,1,"cellular","apr","fri","469sec",3,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
27,"blue-collar",3,"high.school",1,2,1,"telephone","jun","tue","56sec",5,999,0,"nonexistent",1.4,94.465,-41.8,"4.864%",5228.1,"no"
51,"housemaid",2,"basic.4y",1,2,1,"cellular","jul","mon","118sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
42,"blue-collar",2,"basic.4y",0,0,0,"telephone","may","wed","200sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.859%",5191,"no"
31,"housemaid",2,"high.school",1,2,1,"cellular","jul","mon","126sec",6,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
56,"admin.",2,"university.degree",0,2,1,"cellular","aug","wed","78sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
57,"admin.",2,"university.degree",0,2,1,"cellular","jul","mon","194sec",24,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
57,"blue-collar",2,"basic.4y",0,1,1,"telephone","jun","wed","62sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
38,"blue-collar",2,"basic.6y",0,1,1,"telephone","jun","mon","123sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.865%",5228.1,"no"
54,"services",3,"basic.6y",0,1,1,"cellular","may","fri","984sec",1,999,1,"failure",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
31,"self-employed",2,"university.degree",1,2,1,"cellular","jul","fri","298sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
50,"technician",2,"basic.9y",1,1,1,"cellular","nov","fri","705sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"yes"
44,"blue-collar",2,"basic.9y",0,1,1,"cellular","jul","mon","29sec",12,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
36,"entrepreneur",2,"university.degree",0,0,0,"telephone","jun","fri","217sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.967%",5228.1,"no"
45,"technician",2,"professional.course",1,2,1,"cellular","jul","wed","95sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
24,"student",3,"high.school",0,2,1,"cellular","may","wed","290sec",1,999,1,"failure",-1.8,92.893,-46.2, ,5099.1,"no"
35,"technician",2,"professional.course",1,2,1,"cellular","jul","tue","401sec", ,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
31,"admin.",3,"high.school",1,1,1,"cellular","aug","mon","93sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
30,"admin.",3,"university.degree",1,2,1,"cellular","aug","thu","114sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
46,"housemaid",2,"basic.4y",1,1,2,"telephone","may","tue","149sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.856%",5191,"no"
28,"technician",3,"unknown",1,2,1,"cellular","jul","fri","184sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
35,"technician",3,"university.degree",1,2,1,"cellular","jul","mon","118sec",4,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
55,"technician",2,"professional.course",0,2,1,"cellular","aug","tue","160sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
35,"services",1,"high.school",1,1,2,"telephone","may","wed","176sec",2,999,0,"nonexistent",1.1,93.994,-36.4, ,5191,"no"
35,"admin.",3,"university.degree",1,2,1,"cellular","nov","thu","191sec",2,999,1,"failure",-0.1,93.2,-42,"4.076%",5195.8,"no"
55,"admin.",2,"basic.9y",1,1,1,"cellular","nov","thu","209sec",3,999,0,"nonexistent",-0.1,93.2,-42,"4.076%",5195.8,"no"
41,"blue-collar",2,"basic.9y",1,2,1,"cellular","jul","tue","60sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
27,"admin.",3,"professional.course",1,1,2,"cellular","jul","tue","518sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
31,"management",3,"university.degree",1,1,1,"cellular","may","wed","82sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.281%",5099.1,"no"
29,"entrepreneur",2,"basic.4y",1,1,1,"cellular","jul","tue","103sec",4,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
35,"admin.",2,"university.degree",1,1,1,"cellular","may","thu","229sec",6,999,0,"nonexistent",-1.8,92.893,-46.2,"1.266%",5099.1,"no"
44,"entrepreneur",2,"university.degree",1,2,1,"cellular","apr","fri","1034sec",2,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
44,"blue-collar",3,"basic.9y",1,2,1,"cellular","apr","tue","581sec",2,999,0,"nonexistent",-1.8,93.075,-47.1,"1.453%",5099.1,"no"
39,"management",1,"university.degree",0,2,1,"telephone","may","tue","205sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
43,"admin.",3,"university.degree",1,2,1,"cellular","aug","thu","62sec",5,999,0,"nonexistent",1.4,93.444,-36.1,"4.962%",5228.1,"no"
58,"admin.",2,"basic.4y",1,1,1,"cellular","nov","fri","505sec",7,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"no"
59,"admin.",2,"university.degree",1,2,1,"telephone","may","fri","191sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.855%",5191,"no"
41,"blue-collar",2,"basic.4y",1,1,2,"telephone","may","wed","99sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
35,"blue-collar",2,"basic.6y",0,2,2,"cellular","may","thu","263sec",1,999,1,"failure",-1.8,92.893,-46.2, ,5099.1,"no"
32,"admin.",2,"university.degree",1,2,1,"cellular","aug","tue","126sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
56,"blue-collar",2,"basic.4y",0,2,1,"telephone","jun","mon","52sec",3,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
29,"admin.",3,"university.degree",1,2,1,"cellular","jun","wed","170sec",1,999,0,"nonexistent",-2.9,92.963,-40.8, ,5076.2,"yes"
28,"services",3,"unknown",1,1,1,"cellular","may","tue","466sec",2,999,1,"failure",-1.8,92.893,-46.2,"1.344%",5099.1,"no"
37,"technician",2,"professional.course",1,2,1,"cellular","aug","wed","414sec",1,999,0,"nonexistent",-2.9,92.201,-31.4,"0.884%",5076.2,"yes"
33,"admin.",2,"university.degree",1,0,0,"cellular","aug","fri","227sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
31,"admin.",3,"university.degree",1,1,2,"telephone","may","thu","515sec",3,999,0,"nonexistent",1.1,93.994,-36.4,"4.855%",5191,"no"
27,"student",3,"high.school",1,1,1,"telephone","oct","tue","5sec",1,999,0,"nonexistent",-1.1,94.601,-49.5,"0.982%",4963.6,"no"
39,"admin.",2,"professional.course",1,2,2,"cellular","jun","tue","145sec",1,999,0,"nonexistent",-2.9,92.963,-40.8,"1.262%",5076.2,"no"
45,"admin.",2,"high.school",1,1,1,"cellular","aug","mon","457sec",8,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
28,"technician",1,"professional.course",1,1,1,"cellular","may","tue","240sec",1,999,1,"failure",-1.8,92.893,-46.2,"1.291%",5099.1,"no"
25,"student",3,"professional.course",1,2,1,"cellular","may","wed","483sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.27%",5099.1,"no"
35,"blue-collar",2,"basic.9y",1,2,1,"telephone","jun","tue","126sec",4,999,0,"nonexistent",1.4,94.465,-41.8,"4.864%",5228.1,"no"
25,"admin.",3,"basic.9y",1,1,1,"cellular","jul","thu","198sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.968%",5228.1,"no"
42,"admin.",3,"university.degree",0,2,1,"telephone","may","thu","814sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"yes"
50,"housemaid",2,"basic.9y",1,2,1,"cellular","may","mon","16sec",6,999,0,"nonexistent",-1.8,92.893,-46.2,"1.244%",5099.1,"no"
37,"technician",3,"university.degree",1,2,2,"telephone","jun","tue","43sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
33,"admin.",2,"university.degree",1,2,1,"cellular","jun","mon","346sec",1,999,0,"nonexistent",-2.9,92.963,-40.8,"1.266%",5076.2,"no"
29,"management",3,"university.degree",1,1,1,"cellular","aug","tue","189sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
44,"management",2,"basic.6y",1,2,2,"cellular","mar","thu","218sec",1,999,0,"nonexistent",-1.8,92.843,-50,"1.757%",5099.1,"no"
32,"blue-collar",2,"basic.4y",1,2,1,"cellular","jul","mon","51sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
27,"services",3,"high.school",1,1,1,"cellular","jul","thu","377sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
42,"unemployed",2,"basic.4y",0,2,1,"telephone","may","mon","574sec",6,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
30,"admin.",3,"high.school",1,2,1,"telephone","jul","tue","249sec",21,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
36,"blue-collar",2,"basic.9y",0,1,1,"cellular","jul","thu","183sec",1,999,0,"nonexistent",1.4,93.918,-42.7, ,5228.1,"no"
35,"blue-collar",2,"basic.6y",0,2,1,"cellular","may","thu","143sec",1,999,1,"failure",-1.8,92.893,-46.2,"1.327%",5099.1,"no"
39,"admin.",2,"university.degree",1,2,1,"cellular","may","fri","364sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
37,"blue-collar",2,"basic.6y",1,1,1,"cellular","may","fri","63sec",3,999,1,"failure",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
51,"management",2,"high.school",1,1,1,"telephone","jun","wed","99sec",3,999,0,"nonexistent",1.4,94.465,-41.8,"4.962%",5228.1,"no"
50,"entrepreneur",2,"basic.4y",1,2,1,"cellular","nov","tue","286sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.153%",5195.8,"no"
53,"services",1,"basic.9y",1,2,1,"cellular","jul","fri","121sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.957%",5228.1,"no"
43,"blue-collar",2,"basic.9y",1,2,2,"cellular","may","tue","317sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.291%",5099.1,"no"
29,"services",3,"high.school",1,1,2,"telephone","jun","mon","6sec",1,999,0,"nonexistent",-1.7,94.055,-39.8,"0.711%",4991.6,"no"
37,"entrepreneur",2,"basic.9y",1,1,1,"cellular","may","mon","277sec",1,9,1,"success",-1.8,92.893,-46.2,"1.299%",5099.1,"no"
60,"admin.",2,"university.degree",1,2,1,"cellular","may","mon","226sec",2,11,1,"success",-1.8,92.893,-46.2,"1.354%",5099.1,"yes"
42,"self-employed",2,"university.degree",1,2,1,"cellular","apr","thu","290sec",2,999,1,"failure",-1.8,93.075,-47.1,"1.435%",5099.1,"no"
29,"admin.",2,"high.school",1,2,1,"cellular","nov","mon","155sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.191%",5195.8,"no"
